site,id,lon,lat,group
OSBS,NEON.PLA.D03.OSBS.06029,-81.99069180562041,29.69060901194152,Quercus
OSBS,NEON.PLA.D03.OSBS.06076,-81.9899623693294,29.688727358827173,Quercus
OSBS,NEON.PLA.D03.OSBS.06004,-81.99129375709317,29.689117781356952,Pinus
OSBS,NEON.PLA.D03.OSBS.06057,-81.98918840581085,29.6897172839992,Quercus
OSBS,NEON.PLA.D03.OSBS.06007,-81.99138778634031,29.689305649857815,Pinus
OSBS,NEON.PLA.D03.OSBS.06024,-81.99116530404775,29.690527268018883,Pinus
OSBS,NEON.PLA.D03.OSBS.06048,-81.98922805565229,29.6903653133788,Quercus
OSBS,NEON.PLA.D03.OSBS.06086,-81.9908133632959,29.688750892353784,Quercus
OSBS,NEON.PLA.D03.OSBS.06067,-81.98943014911967,29.68886520654352,Quercus
OSBS,NEON.PLA.D03.OSBS.06072,-81.98956320210351,29.68883051921989,Quercus
OSBS,NEON.PLA.D03.OSBS.06011,-81.9913798955677,29.68970995626249,Quercus
OSBS,NEON.PLA.D03.OSBS.06027,-81.99091825379259,29.69056913256334,Quercus
OSBS,NEON.PLA.D03.OSBS.06053,-81.98937735821829,29.689916762510972,Quercus
OSBS,NEON.PLA.D03.OSBS.06074,-81.98966580215327,29.688829519369538,Quercus
OSBS,NEON.PLA.D03.OSBS.06081,-81.99017871386661,29.68881549524265,Quercus
OSBS,NEON.PLA.D03.OSBS.06058,-81.9892391662484,29.689555505862927,Quercus
OSBS,NEON.PLA.D03.OSBS.06005,-81.99131538495004,29.6891310889548,Quercus
OSBS,NEON.PLA.D03.OSBS.06017,-81.99127125269499,29.69021592698041,Quercus
OSBS,NEON.PLA.D03.OSBS.06014,-81.99127259688775,29.689936276049323,Pinus
OSBS,NEON.PLA.D03.OSBS.06051,-81.98933817910583,29.690026631250777,Quercus
OSBS,NEON.PLA.D03.OSBS.06073,-81.98965525035578,29.688799841197405,Aristida
OSBS,NEON.PLA.D03.OSBS.06050,-81.98937561093707,29.69009027110235,Pinus
OSBS,NEON.PLA.D03.OSBS.06039,-81.9898868427003,29.69062551808286,Pinus
OSBS,NEON.PLA.D03.OSBS.06034,-81.99012396389493,29.690575852258444,Aristida
OSBS,NEON.PLA.D03.OSBS.06047,-81.9892811232911,29.690383179771572,Aristida
OSBS,NEON.PLA.D03.OSBS.06021,-81.99136221257947,29.69062932970669,Pinus
OSBS,NEON.PLA.D03.OSBS.06009,-81.9913783850973,29.689323679465453,Aristida
OSBS,NEON.PLA.D03.OSBS.06082,-81.99059420781647,29.68880274712063,Quercus
OSBS,NEON.PLA.D03.OSBS.06033,-81.99045463130099,29.690606569608363,Pinus
OSBS,NEON.PLA.D03.OSBS.06015,-81.99132350730139,29.689962957101873,Aristida
OSBS,NEON.PLA.D03.OSBS.06022,-81.99120672115158,29.690544955271648,Aristida
OSBS,NEON.PLA.D03.OSBS.06070,-81.98954255831624,29.688818086020937,Aristida
OSBS,NEON.PLA.D03.OSBS.06062,-81.98927107051676,29.689421474349572,Aristida
OSBS,NEON.PLA.D03.OSBS.06045,-81.98940070477447,29.690565209246547,Quercus
OSBS,NEON.PLA.D03.OSBS.06019,-81.9913892991778,29.690548808484564,Aristida
OSBS,NEON.PLA.D03.OSBS.06077,-81.98996272312631,29.68876345356448,Pinus
OSBS,NEON.PLA.D03.OSBS.06049,-81.98935494133104,29.69009042547391,Aristida
OSBS,NEON.PLA.D03.OSBS.06041,-81.9895141137288,29.69054177036068,Pinus
OSBS,NEON.PLA.D03.OSBS.06032,-81.99048511879734,29.690561181294783,Aristida
OSBS,NEON.PLA.D03.OSBS.06013,-81.99128284167742,29.689927178714633,Quercus
OSBS,NEON.PLA.D03.OSBS.06043,-81.98943134114022,29.69052887461069,Aristida
OSBS,NEON.PLA.D03.OSBS.06075,-81.98967623900595,29.688847466750097,Pinus
OSBS,NEON.PLA.D03.OSBS.06046,-81.98929406509215,29.690410477154003,Pinus
OSBS,NEON.PLA.D03.OSBS.06008,-81.99137533468121,29.6893147226675,Quercus
OSBS,NEON.PLA.D03.OSBS.06001,-81.99132626132209,29.68884814932918,Pinus
OSBS,NEON.PLA.D03.OSBS.06002,-81.9913571153252,29.68887485732064,Quercus
OSBS,NEON.PLA.D03.OSBS.03535,-81.99128275168584,29.689918158714544,Pinus
OSBS,NEON.PLA.D03.OSBS.06352,-81.99135216485038,29.689207140545115,Aristida
OSBS,NEON.PLA.D03.OSBS.06364,-81.9912893339661,29.690557770541663,Quercus
OSBS,NEON.PLA.D03.OSBS.06331,-81.99063006952625,29.690622185005783,Quercus
OSBS,NEON.PLA.D03.OSBS.06355,-81.98925997548012,29.689073694702977,Quercus
OSBS,NEON.PLA.D03.OSBS.06332,-81.99058798864831,29.690536819970315,Quercus
OSBS,NEON.PLA.D03.OSBS.06363,-81.99140187165285,29.689944329308545,Pinus
OSBS,NEON.PLA.D03.OSBS.06358,-81.99132377772007,29.689108577084607,Pinus
OSBS,NEON.PLA.D03.OSBS.03728,-81.98931660950895,29.689981135615664,Quercus
OSBS,NEON.PLA.D03.OSBS.06354,-81.98923582580625,29.68959120901126,Quercus
OSBS,NEON.PLA.D03.OSBS.06356,-81.99124269257244,29.688797897249085,Pinus
OSBS,NEON.PLA.D03.OSBS.06357,-81.99138000160437,29.68884774717198,Quercus
OSBS,NEON.PLA.D03.OSBS.03382,-81.99110698705879,29.688826131007147,Quercus
OSBS,NEON.PLA.D03.OSBS.06382,-81.98960415370645,29.688821095604084,Quercus
OSBS,NEON.PLA.D03.OSBS.06370,-81.9900348261631,29.688791629251188,Quercus
OSBS,NEON.PLA.D03.OSBS.06369,-81.98927985726324,29.690109248902935,Quercus
OSBS,NEON.PLA.D03.OSBS.03857,-81.98960410949772,29.688816583761486,Quercus
OSBS,NEON.PLA.D03.OSBS.06383,-81.9902087595589,29.688740298579035,Quercus
OSBS,NEON.PLA.D03.OSBS.06384,-81.99134418052256,29.68934189468691,Quercus
OSBS,NEON.PLA.D03.OSBS.06353,-81.98931867646735,29.6899811201793,Quercus
OSBS,NEON.PLA.D03.OSBS.06385,-81.98970600212027,29.688743394399907,Quercus
OSBS,NEON.PLA.D03.OSBS.06432,-81.9893749550113,29.68964814707354,Quercus
OSBS,NEON.PLA.D03.OSBS.06433,-81.98920171332517,29.68997286228263,Quercus
OSBS,NEON.PLA.D03.OSBS.06421,-81.99130122364352,29.690215702706233,Quercus
OSBS,NEON.PLA.D03.OSBS.06423,-81.98934341365987,29.689420934091817,Quercus
OSBS,NEON.PLA.D03.OSBS.06422,-81.98928398529338,29.689037837199574,Quercus
OSBS,NEON.PLA.D03.OSBS.06428,-81.99065063642387,29.690616590830203,Quercus
OSBS,NEON.PLA.D03.OSBS.06378,-81.99127102913909,29.69029711471093,Quercus
OSBS,NEON.PLA.D03.OSBS.06485,-81.99126235209624,29.68994537338324,Pinus
OSBS,NEON.PLA.D03.OSBS.06566,-81.99078228427867,29.688781632863137,Quercus
OSBS,NEON.PLA.D03.OSBS.06678,-81.99065001680302,29.690553425070615,Quercus
OSBS,NEON.PLA.D03.OSBS.06478,-81.98927533066372,29.688788154381868,Pinus
OSBS,NEON.PLA.D03.OSBS.06380,-81.99021935574709,29.688774488545512,Quercus
OSBS,NEON.PLA.D03.OSBS.06379,-81.98934767126892,29.68882539969843,Quercus
OSBS,NEON.PLA.D03.OSBS.06477,-81.98918797257453,29.68948453173321,Pinus
OSBS,NEON.PLA.D03.OSBS.06480,-81.99136013261003,29.689260958676034,Pinus
OSBS,NEON.PLA.D03.OSBS.06381,-81.99138651937484,29.68916198532116,Quercus
OSBS,NEON.PLA.D03.OSBS.06683,-81.9911662162495,29.690620211907916,Pinus
OSBS,NEON.PLA.D03.OSBS.06481,-81.99135316521634,29.689584277349788,Quercus
OSBS,NEON.PLA.D03.OSBS.06684,-81.98936486957167,29.690017300571,Quercus
OSBS,NEON.PLA.D03.OSBS.06686,-81.99139041956136,29.69035034530143,Quercus
OSBS,NEON.PLA.D03.OSBS.06685,-81.98934190482959,29.68876047914163,Quercus
OSBS,NEON.PLA.D03.OSBS.06554,-81.99085645578042,29.690575989156407,Quercus
OSBS,NEON.PLA.D03.OSBS.06556,-81.9892415932221,29.689501970433746,Quercus
OSBS,NEON.PLA.D03.OSBS.06557,-81.98937654508718,29.68977066707177,Quercus
OSBS,NEON.PLA.D03.OSBS.06555,-81.99137131732321,29.68910822132935,Quercus
OSBS,NEON.PLA.D03.OSBS.06549,-81.99116073356552,29.690586869309676,Quercus
OSBS,NEON.PLA.D03.OSBS.06547,-81.99002050467884,29.690560409818445,Quercus
OSBS,NEON.PLA.D03.OSBS.06548,-81.99122770427203,29.690581772296028,Quercus
OSBS,NEON.PLA.D03.OSBS.06546,-81.98931804951546,29.690054175616357,Quercus
OSBS,NEON.PLA.D03.OSBS.06545,-81.9893564341197,29.690428274052408,Quercus
OSBS,NEON.PLA.D03.OSBS.06544,-81.99140694674155,29.68883407608402,Quercus
OSBS,NEON.PLA.D03.OSBS.03570,-81.99126235209624,29.68994537338324,Pinus
OSBS,NEON.PLA.D03.OSBS.03705,-81.98940090791841,29.690062688134223,Quercus
OSBS,NEON.PLA.D03.OSBS.06551,-81.98938419181847,29.68878262849818,Quercus
OSBS,NEON.PLA.D03.OSBS.06875,-81.99001409387414,29.688770172442652,Galactia
OSBS,NEON.PLA.D03.OSBS.06891,-81.98931153515785,29.69009074964369,Diospyros
OSBS,NEON.PLA.D03.OSBS.06880,-81.98940857714102,29.6887580246232,Tephrosia
OSBS,NEON.PLA.D03.OSBS.06879,-81.98960391497941,29.68879673165398,Tephrosia
OSBS,NEON.PLA.D03.OSBS.06889,-81.98932245038196,29.689962829306214,Asimina
OSBS,NEON.PLA.D03.OSBS.06899,-81.98932017525395,29.690528989628454,Triplasis
OSBS,NEON.PLA.D03.OSBS.06886,-81.9893021347402,29.689771222789417,Galactia
OSBS,NEON.PLA.D03.OSBS.06882,-81.9892708036292,29.68915388980563,Chapmannia
OSBS,NEON.PLA.D03.OSBS.06894,-81.98934420614344,29.690227475810705,Liatris
OSBS,NEON.PLA.D03.OSBS.06883,-81.98925793537549,29.68937697468289,Tragia
OSBS,NEON.PLA.D03.OSBS.06897,-81.98928728374044,29.690538366610333,Aristida
OSBS,NEON.PLA.D03.OSBS.06888,-81.9892717169125,29.689853632048656,Sporobolus
OSBS,NEON.PLA.D03.OSBS.06884,-81.9892505210538,29.68940378870333,Chapmannia
OSBS,NEON.PLA.D03.OSBS.06873,-81.99020938770545,29.688804366732715,Tragia
OSBS,NEON.PLA.D03.OSBS.06900,-81.98932164954786,29.690236775614338,Sorghastrum
OSBS,NEON.PLA.D03.OSBS.06878,-81.98958295289889,29.68875181319406,Asimina
OSBS,NEON.PLA.D03.OSBS.06876,-81.98991172385279,29.688794634140823,Tephrosia
OSBS,NEON.PLA.D03.OSBS.06885,-81.9893062221176,29.68957284420822,Sorghastrum
OSBS,NEON.PLA.D03.OSBS.06892,-81.98926907546978,29.690191511517988,Aristida
OSBS,NEON.PLA.D03.OSBS.06890,-81.98926992294822,29.689972352924965,Schizachyrium
OSBS,NEON.PLA.D03.OSBS.06874,-81.99010662846726,29.68878912437248,Sporobolus
OSBS,NEON.PLA.D03.OSBS.06887,-81.9893204238502,29.68980761158366,Pityopsis
OSBS,NEON.PLA.D03.OSBS.06877,-81.98981899472678,29.688755829967803,Pityopsis
OSBS,NEON.PLA.D03.OSBS.06893,-81.98927833029542,29.69013665433899,Pityopsis
OSBS,NEON.PLA.D03.OSBS.06881,-81.9892709836358,29.68912712980712,Croton
OSBS,NEON.PLA.D03.OSBS.06864,-81.99133976320263,29.68920723335096,Liatris
OSBS,NEON.PLA.D03.OSBS.06857,-81.99135500814656,29.69011607281313,Triplasis
OSBS,NEON.PLA.D03.OSBS.06841,-81.9902787192021,29.69055479972877,Sporobolus
OSBS,NEON.PLA.D03.OSBS.06861,-81.99133702964271,29.689512561092403,Aristida
OSBS,NEON.PLA.D03.OSBS.06860,-81.99132412792348,29.689602453897557,Tephrosia
OSBS,NEON.PLA.D03.OSBS.06872,-81.99091777735082,29.6887317426007,Asimina
OSBS,NEON.PLA.D03.OSBS.06870,-81.9910226695007,29.688761320645956,Tragia
OSBS,NEON.PLA.D03.OSBS.06856,-81.99134993074512,29.690125131483192,Aristida
OSBS,NEON.PLA.D03.OSBS.06852,-81.99135339419615,29.690368663734542,Tephrosia
OSBS,NEON.PLA.D03.OSBS.06837,-81.99091800587753,29.69054386626144,Asimina
OSBS,NEON.PLA.D03.OSBS.06836,-81.9911377471925,29.688762905171945,Diospyros
OSBS,NEON.PLA.D03.OSBS.06865,-81.99133257891154,29.689198307486738,Tragia
OSBS,NEON.PLA.D03.OSBS.06862,-81.99139340367975,29.689224791184536,Schizachyrium
OSBS,NEON.PLA.D03.OSBS.06832,-81.98927535752522,29.68909141893845,Sporobolus
OSBS,NEON.PLA.D03.OSBS.06866,-81.99138555241446,29.68896444077754,Sorghastrum
OSBS,NEON.PLA.D03.OSBS.06853,-81.991342429382,29.69030560108013,Sorghastrum
OSBS,NEON.PLA.D03.OSBS.06867,-81.99140903867391,29.6888295706152,Sporobolus
OSBS,NEON.PLA.D03.OSBS.06829,-81.98929074419675,29.690556603454944,Triplasis
OSBS,NEON.PLA.D03.OSBS.06840,-81.9906912744948,29.690554869862527,Sorghastrum
OSBS,NEON.PLA.D03.OSBS.06833,-81.98925388126789,29.688904268730557,Tephrosia
OSBS,NEON.PLA.D03.OSBS.06851,-81.99116562287506,29.69055975326181,Liatris
OSBS,NEON.PLA.D03.OSBS.06834,-81.98932610404535,29.688921568490116,Diospyros
OSBS,NEON.PLA.D03.OSBS.06842,-81.99021694272706,29.69057603438939,Liatris
OSBS,NEON.PLA.D03.OSBS.06844,-81.9895970189716,29.690568201582707,Tragia
OSBS,NEON.PLA.D03.OSBS.06863,-81.99133572932641,29.689189304285108,Asimina
OSBS,NEON.PLA.D03.OSBS.06845,-81.98959696591774,29.690562787373004,Diospyros
OSBS,NEON.PLA.D03.OSBS.06858,-81.99143876343389,29.690016218595225,Schizachyrium
OSBS,NEON.PLA.D03.OSBS.06871,-81.99098086492283,29.688765010170258,Schizachyrium
OSBS,NEON.PLA.D03.OSBS.06859,-81.9913374630903,29.689620313357988,Tephrosia
OSBS,NEON.PLA.D03.OSBS.06830,-81.98925850818566,29.689917650100288,Croton
OSBS,NEON.PLA.D03.OSBS.06850,-81.99112496738465,29.690619669632586,Vaccinium
OSBS,NEON.PLA.D03.OSBS.06835,-81.98927945853153,29.68878901551152,Licania
OSBS,NEON.PLA.D03.OSBS.06868,-81.99130508944766,29.68876077995152,Licania
OSBS,NEON.PLA.D03.OSBS.06855,-81.99135761510053,29.69017017734242,Licania
OSBS,NEON.PLA.D03.OSBS.06848,-81.99107341737307,29.690620119730188,Vaccinium
OSBS,NEON.PLA.D03.OSBS.06896,-81.99038459184473,29.688760735261464,Licania
OSBS,NEON.PLA.D03.OSBS.06846,-81.99111471937364,29.690626076228742,Vaccinium
OSBS,NEON.PLA.D03.OSBS.06847,-81.99110420568746,29.690605411788177,Vaccinium
OSBS,NEON.PLA.D03.OSBS.06849,-81.99114561395749,29.690622196691496,Vaccinium
OSBS,NEON.PLA.D03.OSBS.06839,-81.99090848389096,29.6906242670115,Licania
OSBS,NEON.PLA.D03.OSBS.06854,-81.99139702391511,29.69028715116551,Pityopsis
OSBS,NEON.PLA.D03.OSBS.06831,-81.98926951047966,29.689653394323077,Liatris
OSBS,NEON.PLA.D03.OSBS.06838,-81.99098004294083,29.690561373573733,Diospyros
OSBS,NEON.PLA.D03.OSBS.06843,-81.99023779738019,29.690595726426174,Pityopsis
OSBS,NEON.PLA.D03.OSBS.06869,-81.99126307232598,29.68874281273087,Schizachyrium
OSBS,NEON.PLA.D03.OSBS.06895,-81.99042651148626,29.68876877671287,Tephrosia
OSBS,NEON.PLA.D03.OSBS.06898,-81.99088643277645,29.68873541208836,Triplasis
OSBS,NEON.PLA.D03.OSBS.06827,-81.99140609246946,29.68974584290496,Tephrosia
OSBS,NEON.PLA.D03.OSBS.06828,-81.99096483847703,29.688730750196218,Triplasis
OSBS,NEON.PLA.D03.OSBS.06822,-81.98930357168129,29.68950596737023,Galactia
OSBS,NEON.PLA.D03.OSBS.06819,-81.98943161520569,29.690556848029008,Chapmannia
OSBS,NEON.PLA.D03.OSBS.06823,-81.9892696304822,29.6896355543254,Croton
OSBS,NEON.PLA.D03.OSBS.06826,-81.98931305907077,29.68995833376972,Galactia
OSBS,NEON.PLA.D03.OSBS.06821,-81.98934154469781,29.689391513531454,Croton
OSBS,NEON.PLA.D03.OSBS.06824,-81.9893042016943,29.689771207353377,Galactia
OSBS,NEON.PLA.D03.OSBS.06825,-81.98931507950606,29.68990353061399,Croton
OSBS,NEON.PLA.D03.OSBS.06820,-81.99094927243614,29.688743413364463,Chapmannia
OSBS,NEON.PLA.D03.OSBS.06814,-81.98958706918799,29.690607083400167,Dichanthelium
OSBS,NEON.PLA.D03.OSBS.06816,-81.99135253170412,29.689764285084,Tephrosia
OSBS,NEON.PLA.D03.OSBS.06813,-81.9903769965518,29.6905756614734,Dichanthelium
OSBS,NEON.PLA.D03.OSBS.06812,-81.98930914254902,29.689599581050786,Dichanthelium
OSBS,NEON.PLA.D03.OSBS.06815,-81.99139512916096,29.689471717985867,Dichanthelium
OSBS,NEON.PLA.D03.OSBS.06811,-81.98993231461085,29.688801653070776,Dichanthelium
OSBS,NEON.PLA.D03.OSBS.06818,-81.99080343444464,29.68880505444331,Chapmannia
OSBS,NEON.PLA.D03.OSBS.06817,-81.99117965803188,29.688770044015467,Triplasis
OSBS,NEON.PLA.D03.OSBS.06809,-81.98990142847481,29.688791124674623,Galactia
OSBS,NEON.PLA.D03.OSBS.06411,-81.99080343444464,29.68880505444331,Chapmannia
OSBS,NEON.PLA.D03.OSBS.06412,-81.98927299057472,29.68913603437138,Croton
OSBS,NEON.PLA.D03.OSBS.06409,-81.98926951047966,29.689653394323077,Liatris
OSBS,NEON.PLA.D03.OSBS.06410,-81.9913778346701,29.68886572264163,Croton
OSBS,NEON.PLA.D03.OSBS.06521,-81.9911589505689,29.688791740902214,Triplasis
OSBS,NEON.PLA.D03.OSBS.06519,-81.99137014731284,29.68987240133887,Sorghastrum
OSBS,NEON.PLA.D03.OSBS.06526,-81.99028929695568,29.690579986000273,Tephrosia
OSBS,NEON.PLA.D03.OSBS.06528,-81.99135306521481,29.689602237349582,Tephrosia
OSBS,NEON.PLA.D03.OSBS.06529,-81.99138546947339,29.689854245325687,Aristida
OSBS,NEON.PLA.D03.OSBS.06534,-81.98983469738943,29.690575385474553,Sorghastrum
OSBS,NEON.PLA.D03.OSBS.06522,-81.99011387276369,29.69060029622057,Diospyros
OSBS,NEON.PLA.D03.OSBS.06525,-81.99124305568425,29.688834894340086,Quercus
OSBS,NEON.PLA.D03.OSBS.06523,-81.9913519148421,29.689252040546982,Liatris
OSBS,NEON.PLA.D03.OSBS.06538,-81.98941116738382,29.69057866480484,Sporobolus
OSBS,NEON.PLA.D03.OSBS.06530,-81.99135596528365,29.689081397336732,Schizachyrium
OSBS,NEON.PLA.D03.OSBS.06533,-81.99010332159165,29.69057781703859,Croton
OSBS,NEON.PLA.D03.OSBS.06524,-81.99123215286423,29.68878979596801,Aristida
OSBS,NEON.PLA.D03.OSBS.06536,-81.98933907837632,29.690601783764016,Aristida
OSBS,NEON.PLA.D03.OSBS.06537,-81.98936989158102,29.690583496508765,Aristida
OSBS,NEON.PLA.D03.OSBS.06535,-81.99026860156566,29.69057653659752,Asimina
OSBS,NEON.PLA.D03.OSBS.06531,-81.99135916569443,29.689063414133944,Asimina
OSBS,NEON.PLA.D03.OSBS.06520,-81.99138363519589,29.69039549943831,Schizachyrium
OSBS,NEON.PLA.D03.OSBS.06502,-81.9893028142807,29.68996297595083,Liatris
OSBS,NEON.PLA.D03.OSBS.60010,-81.99069163743049,29.690591866949894,Eriogonum
OSBS,NEON.PLA.D03.OSBS.60007,-81.9905677138453,29.690572192280612,Asimina
OSBS,NEON.PLA.D03.OSBS.06501,-81.98931527477139,29.690437712789024,Aristida
OSBS,NEON.PLA.D03.OSBS.06715,-81.98960373814475,29.688778684283484,Eriogonum
OSBS,NEON.PLA.D03.OSBS.60011,-81.99036166428873,29.69058933193843,Schizachyrium
OSBS,NEON.PLA.D03.OSBS.60000,-81.98964471624892,29.688771967761188,Croton
OSBS,NEON.PLA.D03.OSBS.60004,-81.99137746861933,29.689673891730305,Eriogonum
OSBS,NEON.PLA.D03.OSBS.60002,-81.9899833315715,29.68877227722345,Asimina
OSBS,NEON.PLA.D03.OSBS.06504,-81.98965500277444,29.68877457487909,Aristida
OSBS,NEON.PLA.D03.OSBS.60005,-81.99095971514534,29.6905913317334,Croton
OSBS,NEON.PLA.D03.OSBS.06800,-81.98930910819645,29.69007250507995,Aristida
OSBS,NEON.PLA.D03.OSBS.06505,-81.9893083073343,29.690346451384364,Sporobolus
OSBS,NEON.PLA.D03.OSBS.60008,-81.99054709384686,29.690572372235113,Liatris
OSBS,NEON.PLA.D03.OSBS.60009,-81.990598856273,29.690593579175065,Pityopsis
OSBS,NEON.PLA.D03.OSBS.06665,-81.98930012035753,29.690036046824392,Pityopsis
OSBS,NEON.PLA.D03.OSBS.60003,-81.99135433179471,29.689189165076534,Eriogonum
OSBS,NEON.PLA.D03.OSBS.06727,-81.98930420775854,29.689981228233147,Schizachyrium
OSBS,NEON.PLA.D03.OSBS.60001,-81.98960384424552,29.68878951270578,Pityopsis
OSBS,NEON.PLA.D03.OSBS.60006,-81.99065041513047,29.690594031630415,Pityopsis
OSBS,NEON.PLA.D03.OSBS.06503,-81.98929131857625,29.690218739441065,Chapmannia
OSBS,NEON.PLA.D03.OSBS.06701,-81.98929706037703,29.689880836820414,Chapmannia
OSBS,NEON.PLA.D03.OSBS.06705,-81.9893002073363,29.68893068143729,Chapmannia
OSBS,NEON.PLA.D03.OSBS.60015,-81.9899321819408,29.688788117544256,Stillingia
OSBS,NEON.PLA.D03.OSBS.60013,-81.98927437035714,29.689935794334552,Stillingia
OSBS,NEON.PLA.D03.OSBS.60014,-81.98965498509007,29.688772770142062,Chapmannia
OSBS,NEON.PLA.D03.OSBS.60016,-81.99104212430098,29.69058339269585,Eriogonum
OSBS,NEON.PLA.D03.OSBS.60017,-81.99026875198705,29.690591876855205,Pityopsis
OSBS,NEON.PLA.D03.OSBS.60012,-81.98931253432438,29.690455995942795,Licania
OSBS,NEON.PLA.D03.OSBS.60018,-81.99103190285355,29.69059250638934,Stillingia
OSBS,NEON.PLA.D03.OSBS.60019,-81.98927221040253,29.6898262343294,Stillingia
OSBS,NEON.PLA.D03.OSBS.60021,-81.99028952701678,29.69060344757066,Stillingia
OSBS,NEON.PLA.D03.OSBS.60051,-81.99138441944146,29.68953914532778,Liatris
OSBS,NEON.PLA.D03.OSBS.60052,-81.98927575787546,29.689492795753655,Galactia
OSBS,NEON.PLA.D03.OSBS.60050,-81.98928266526895,29.689234077188303,Chapmannia
OSBS,NEON.PLA.D03.OSBS.60033,-81.98931244738367,29.69055644137293,Liatris
GUAN,NEON.PLA.D04.GUAN.06004,-66.86266438363978,17.967586492000763,Gymnanthes
GUAN,NEON.PLA.D04.GUAN.06002,-66.86252065866901,17.96855446405605,Pisonia
GUAN,NEON.PLA.D04.GUAN.06009,-66.86354078276199,17.96940806474039,Gymnanthes
GUAN,NEON.PLA.D04.GUAN.06001,-66.86252993659011,17.968590728052227,Gymnanthes
GUAN,NEON.PLA.D04.GUAN.06006,-66.86446512845662,17.967612344446497,Pisonia
GUAN,NEON.PLA.D04.GUAN.06005,-66.86369566835451,17.96762987442766,Gymnanthes
GUAN,NEON.PLA.D04.GUAN.06003,-66.86263524373005,17.968438132024815,Pisonia
GUAN,NEON.PLA.D04.GUAN.06008,-66.86448288860736,17.969370187719306,Gymnanthes
GUAN,NEON.PLA.D04.GUAN.06007,-66.86448255412456,17.96920760221413,Pisonia
GUAN,NEON.PLA.D04.GUAN.06010,-66.86340888818707,17.969441254399793,Pisonia
GUAN,NEON.PLA.D04.GUAN.06141,-66.86405656621919,17.96757577242615,Gymnanthes
GUAN,NEON.PLA.D04.GUAN.06140,-66.86403710710998,17.96755564924591,Bursera
GUAN,NEON.PLA.D04.GUAN.06100,-66.8626770656753,17.969375196309414,Bursera
GUAN,NEON.PLA.D04.GUAN.06149,-66.86448581581053,17.967629521025273,Bursera
GUAN,NEON.PLA.D04.GUAN.06144,-66.86432204195005,17.967577361744212,Gymnanthes
GUAN,NEON.PLA.D04.GUAN.06125,-66.8627310104748,17.967537031131982,Bursera
GUAN,NEON.PLA.D04.GUAN.06153,-66.86449269394913,17.967989982524564,Pisonia
GUAN,NEON.PLA.D04.GUAN.06113,-66.8625650104835,17.968283280073145,Pisonia
GUAN,NEON.PLA.D04.GUAN.06160,-66.86450593905836,17.969144791982483,Gymnanthes
GUAN,NEON.PLA.D04.GUAN.06112,-66.86255436009293,17.968373796868725,Bursera
GUAN,NEON.PLA.D04.GUAN.06156,-66.86448102416753,17.9687480922085,Bursera
GUAN,NEON.PLA.D04.GUAN.06118,-66.86260695051968,17.967857761667496,Gymnanthes
GUAN,NEON.PLA.D04.GUAN.06133,-66.86368309023769,17.96758364140324,Gymnanthes
GUAN,NEON.PLA.D04.GUAN.06163,-66.86448922970035,17.969228397949557,Pisonia
GUAN,NEON.PLA.D04.GUAN.06130,-66.8631090694832,17.967590119697174,Pisonia
GUAN,NEON.PLA.D04.GUAN.06120,-66.86257045619102,17.967793009298088,Pisonia
GUAN,NEON.PLA.D04.GUAN.06137,-66.86400910827878,17.967543547182935,Bursera
GUAN,NEON.PLA.D04.GUAN.06147,-66.86438663367885,17.96758902846652,Pisonia
GUAN,NEON.PLA.D04.GUAN.06159,-66.86448508553312,17.969117533386818,Bursera
GUAN,NEON.PLA.D04.GUAN.06124,-66.86272968046023,17.967570435815873,Gymnanthes
GUAN,NEON.PLA.D04.GUAN.06162,-66.86448724911173,17.96920044616816,Gymnanthes
GUAN,NEON.PLA.D04.GUAN.06123,-66.86264470190183,17.967609840026597,Pisonia
GUAN,NEON.PLA.D04.GUAN.06101,-66.86264747846259,17.969116368784004,Bursera
GUAN,NEON.PLA.D04.GUAN.06158,-66.86446859101858,17.9689822067437,Bursera
GUAN,NEON.PLA.D04.GUAN.06151,-66.86452101983373,17.96777709583878,Bursera
GUAN,NEON.PLA.D04.GUAN.06119,-66.86264987221787,17.96781744922497,Bursera
GUAN,NEON.PLA.D04.GUAN.06129,-66.86286451205278,17.96755003015643,Bursera
GUAN,NEON.PLA.D04.GUAN.06146,-66.8643396902391,17.967592041488206,Pisonia
GUAN,NEON.PLA.D04.GUAN.06167,-66.86446086160673,17.969364118121955,Gymnanthes
GUAN,NEON.PLA.D04.GUAN.06106,-66.86258323678977,17.96870341683477,Bursera
GUAN,NEON.PLA.D04.GUAN.06143,-66.86429541538392,17.96752914229183,Pisonia
GUAN,NEON.PLA.D04.GUAN.06152,-66.86452985376893,17.967911891735742,Bursera
GUAN,NEON.PLA.D04.GUAN.06116,-66.86262865434524,17.96816162524185,Gymnanthes
GUAN,NEON.PLA.D04.GUAN.06114,-66.86263423444777,17.96824688283444,Bursera
GUAN,NEON.PLA.D04.GUAN.06115,-66.86263470287655,17.968178006036418,Gymnanthes
GUAN,NEON.PLA.D04.GUAN.06117,-66.86264131967158,17.968012218433998,Pisonia
GUAN,NEON.PLA.D04.GUAN.06105,-66.86261896094483,17.968735452020827,Pisonia
GUAN,NEON.PLA.D04.GUAN.06126,-66.86276254073225,17.967539347658562,Bursera
GUAN,NEON.PLA.D04.GUAN.06111,-66.86263052820559,17.968382793230994,Pisonia
