site,id,lon,lat,group
BART,NEON.PLA.D01.BART.06576,-71.28787806673324,44.06601242057389,Acer
BART,NEON.PLA.D01.BART.06516,-71.28728078620543,44.0661304542537,Tsuga
BART,NEON.PLA.D01.BART.06518,-71.28716061657293,44.06641631010967,Tsuga
BART,NEON.PLA.D01.BART.06515,-71.28763231996696,44.066142567600096,Tsuga
BART,NEON.PLA.D01.BART.06541,-71.28876465486495,44.06793297094026,Tsuga
BART,NEON.PLA.D01.BART.06517,-71.28712188309275,44.06617968988983,Tsuga
BART,NEON.PLA.D01.BART.06533,-71.28712978018619,44.06775774935152,Tsuga
BART,NEON.PLA.D01.BART.06521,-71.28716534305171,44.06692752986956,Tsuga
BART,NEON.PLA.D01.BART.06524,-71.28722347085889,44.06708925027162,Tsuga
BART,NEON.PLA.D01.BART.06512,-71.28783210688925,44.0661212152044,Acer
BART,NEON.PLA.D01.BART.06553,-71.28975586379674,44.06650434914624,Tsuga
BART,NEON.PLA.D01.BART.06519,-71.28720359048387,44.06672589029324,Tsuga
BART,NEON.PLA.D01.BART.06522,-71.28715772611106,44.06701849976771,Tsuga
BART,NEON.PLA.D01.BART.06523,-71.28709618130009,44.06703774924311,Tsuga
BART,NEON.PLA.D01.BART.06542,-71.28890208762364,44.06789423642041,Tsuga
BART,NEON.PLA.D01.BART.06537,-71.28769441356184,44.06792128267075,Tsuga
BART,NEON.PLA.D01.BART.06502,-71.28931240771557,44.06607476623896,Tsuga
BART,NEON.PLA.D01.BART.06525,-71.28713697205379,44.06710899957769,Tsuga
BART,NEON.PLA.D01.BART.06513,-71.28782864012658,44.066031253047186,Acer
BART,NEON.PLA.D01.BART.06094,-71.28977154832867,44.06776883926409,Fagus
BART,NEON.PLA.D01.BART.06082,-71.28711225531285,44.06687380945454,Fagus
BART,NEON.PLA.D01.BART.06078,-71.28759091686541,44.066044239165215,Fagus
BART,NEON.PLA.D01.BART.06086,-71.28726660835855,44.06774600039248,Fagus
BART,NEON.PLA.D01.BART.06085,-71.28715671159209,44.0675319996362,Fagus
BART,NEON.PLA.D01.BART.06080,-71.28711629618509,44.06629849978591,Fagus
BART,NEON.PLA.D01.BART.06081,-71.28714332603397,44.0667636197808,Fagus
BART,NEON.PLA.D01.BART.06090,-71.28873733381056,44.06787949362406,Fagus
BART,NEON.PLA.D01.BART.06075,-71.28892951381721,44.06606097417066,Fagus
BART,NEON.PLA.D01.BART.06088,-71.28782725338726,44.06783866684481,Fagus
BART,NEON.PLA.D01.BART.06100,-71.28968143343651,44.066052599680745,Fagus
BART,NEON.PLA.D01.BART.06095,-71.28974819407175,44.06758893964037,Fagus
BART,NEON.PLA.D01.BART.06071,-71.28928623391131,44.06605705388886,Fagus
BART,NEON.PLA.D01.BART.06087,-71.28761990683142,44.06791318633934,Fagus
BART,NEON.PLA.D01.BART.06099,-71.289621372708325,44.06623510068995,Fagus
BART,NEON.PLA.D01.BART.06097,-71.28975173383455,44.06691234962544,Fagus
BART,NEON.PLA.D01.BART.04794,-71.28725321160805,44.06693490054788,Acer
BART,NEON.PLA.D01.BART.06561,-71.28966541531214,44.06707655086564,Acer
BART,NEON.PLA.D01.BART.06073,-71.2891829263708,44.06602218925393,Fagus
BART,NEON.PLA.D01.BART.06591,-71.28959653488323,44.06788948163382,Acer
BART,NEON.PLA.D01.BART.06573,-71.28830477977061,44.06602327175832,Acer
BART,NEON.PLA.D01.BART.06528,-71.28720481686817,44.06722475009612,Acer
BART,NEON.PLA.D01.BART.06499,-71.2897339734934,44.06669514965891,Acer
BART,NEON.PLA.D01.BART.06508,-71.28825465981798,44.06602411198738,Acer
BART,NEON.PLA.D01.BART.06093,-71.28957025399254,44.067862993137915,Fagus
BART,NEON.PLA.D01.BART.06098,-71.28972509338382,44.066586549670696,Fagus
BART,NEON.PLA.D01.BART.06507,-71.28838169349147,44.06606699243508,Acer
BART,NEON.PLA.D01.BART.06588,-71.28896137210944,44.06779402824075,Acer
BART,NEON.PLA.D01.BART.06551,-71.28971578313332,44.06693120015804,Acer
BART,NEON.PLA.D01.BART.06577,-71.28769289012105,44.066087540349855,Acer
BART,NEON.PLA.D01.BART.06795,-71.28815958614317,44.06779863155514,Acer
BART,NEON.PLA.D01.BART.06599,-71.28973366360644,44.06623284916604,Acer
BART,NEON.PLA.D01.BART.06091,-71.2890002726957,44.06782026689412,Fagus
BART,NEON.PLA.D01.BART.06592,-71.28969668579751,44.06777034035827,Acer
BART,NEON.PLA.D01.BART.06511,-71.28797969343357,44.06604672528413,Acer
BART,NEON.PLA.D01.BART.06597,-71.28964377855313,44.06681480103184,Acer
BART,NEON.PLA.D01.BART.06509,-71.28806844353419,44.06607224372202,Acer
BART,NEON.PLA.D01.BART.06594,-71.28977554796202,44.067317839273,Acer
BART,NEON.PLA.D01.BART.06589,-71.28909242842126,44.06791747518342,Acer
BART,NEON.PLA.D01.BART.06583,-71.2872706851827,44.067565750482615,Acer
BART,NEON.PLA.D01.BART.06077,-71.28804338353368,44.0660726637879,Fagus
BART,NEON.PLA.D01.BART.06585,-71.2877205203103,44.06795696755306,Acer
BART,NEON.PLA.D01.BART.06548,-71.28977674786772,44.06718253926948,Acer
BART,NEON.PLA.D01.BART.06074,-71.28896565274466,44.06600657694185,Fagus
BART,NEON.PLA.D01.BART.06089,-71.28839858717159,44.067903735175285,Fagus
BART,NEON.PLA.D01.BART.06792,-71.28974476366982,44.06636859915872,Acer
BART,NEON.PLA.D01.BART.06556,-71.28965520612886,44.066343200365566,Acer
BART,NEON.PLA.D01.BART.06578,-71.2872905434646,44.06605827455221,Acer
BART,NEON.PLA.D01.BART.06505,-71.28846879292347,44.066012035626024,Acer
BART,NEON.PLA.D01.BART.06593,-71.28962350357439,44.06758242140311,Acer
BART,NEON.PLA.D01.BART.06587,-71.28869565866832,44.067781285219496,Acer
BART,NEON.PLA.D01.BART.06568,-71.28943282177462,44.067901728451474,Acer
BART,NEON.PLA.D01.BART.06092,-71.28919165399827,44.06787049411103,Fagus
BART,NEON.PLA.D01.BART.06072,-71.28926110080045,44.06606633015268,Fagus
BART,NEON.PLA.D01.BART.06079,-71.28709374962192,44.066125469662275,Fagus
BART,NEON.PLA.D01.BART.06554,-71.28970225649371,44.066460099854005,Acer
BART,NEON.PLA.D01.BART.06504,-71.28850735969417,44.06602061201552,Acer
BART,NEON.PLA.D01.BART.06600,-71.28962052975604,44.066071950510626,Acer
BART,NEON.PLA.D01.BART.06539,-71.28789217371107,44.067918882748216,Acer
BART,NEON.PLA.D01.BART.06557,-71.28966398295125,44.06629770019654,Acer
BART,NEON.PLA.D01.BART.06535,-71.28754401349984,44.067869105100215,Acer
BART,NEON.PLA.D01.BART.06084,-71.28724308786288,44.06724200038028,Fagus
BART,NEON.PLA.D01.BART.06566,-71.28734063093587,44.06772650089273,Acer
BART,NEON.PLA.D01.BART.06534,-71.28724375420143,44.06779150021464,Acer
BART,NEON.PLA.D01.BART.06555,-71.28971907007879,44.066360049510934,Acer
BART,NEON.PLA.D01.BART.06586,-71.28801508033618,44.06789939019949,Acer
BART,NEON.PLA.D01.BART.06560,-71.28965288309226,44.066161950190214,Acer
BART,NEON.PLA.D01.BART.06558,-71.28976305717804,44.06628664880866,Acer
BART,NEON.PLA.D01.BART.06574,-71.2880183235326,44.066073083848266,Acer
BART,NEON.PLA.D01.BART.06540,-71.2881740266204,44.06785245878506,Acer
BART,NEON.PLA.D01.BART.06575,-71.28802946670814,44.06603688896076,Acer
BART,NEON.PLA.D01.BART.06596,-71.28964062145518,44.06705901120478,Acer
BART,NEON.PLA.D01.BART.06076,-71.28852183359568,44.06606545312908,Fagus
BART,NEON.PLA.D01.BART.06530,-71.28724321100073,44.067512250303466,Acer
BART,NEON.PLA.D01.BART.06083,-71.28720973390168,44.067062500172504,Fagus
BART,NEON.PLA.D01.BART.06096,-71.28968972913906,44.067148210524614,Fagus
BART,NEON.PLA.D01.BART.06538,-71.2878046135658,44.06789294411747,Acer
BART,NEON.PLA.D01.BART.06500,-71.28960672611669,44.06782625816464,Acer
BART,NEON.PLA.D01.BART.06547,-71.28975155394464,44.06721009963668,Acer
BART,NEON.PLA.D01.BART.06544,-71.28939114547482,44.067803520326166,Acer
BART,NEON.PLA.D01.BART.06800,-71.2872569480853,44.067539000394056,Acer
BART,NEON.PLA.D01.BART.06598,-71.28963923548808,44.06660640086996,Acer
BART,NEON.PLA.D01.BART.06569,-71.28967669211664,44.06721160070279,Acer
BART,NEON.PLA.D01.BART.06797,-71.28719568375045,44.06615995052536,Acer
BART,NEON.PLA.D01.BART.06793,-71.28756793668687,44.0660986364304,Acer
BART,NEON.PLA.D01.BART.06543,-71.28915379399074,44.0678712441394,Acer
BART,NEON.PLA.D01.BART.06794,-71.28725321160805,44.06693490054788,Acer
BART,NEON.PLA.D01.BART.06796,-71.28718112285816,44.06725224990427,Acer
BART,NEON.PLA.D01.BART.06582,-71.28728219889936,44.06727725065188,Acer
BART,NEON.PLA.D01.BART.06799,-71.28728009885113,44.06723225064977,Acer
BART,NEON.PLA.D01.BART.06068,-71.28965520612886,44.066343200365566,Acer
BART,NEON.PLA.D01.BART.06700,-71.2891701863758,44.06602232927147,Fagus
BART,NEON.PLA.D01.BART.06699,-71.28712743497363,44.06717224948457,Fagus
BART,NEON.PLA.D01.BART.06570,-71.2897685474326,44.06681229928144,Epifagus
BART,NEON.PLA.D01.BART.06493,-71.2872502279525,44.06739500038976,Medeola
BART,NEON.PLA.D01.BART.06494,-71.2872731333023,44.06789939272087,Medeola
BART,NEON.PLA.D01.BART.06495,-71.28747158671372,44.06791498595947,Aralia
BART,NEON.PLA.D01.BART.06496,-71.28854803366971,44.0678832428884,Medeola
BART,NEON.PLA.D01.BART.06498,-71.28970164605995,44.06721110035287,Aralia
BART,NEON.PLA.D01.BART.06562,-71.2897851541019,44.066404048616505,Medeola
BART,NEON.PLA.D01.BART.06497,-71.28952012095564,44.06787298954237,Mitchella
BART,NEON.PLA.D01.BART.06482,-71.2897004459851,44.067346400358645,Trientalis
BART,NEON.PLA.D01.BART.06480,-71.28969844587645,44.06757190036194,Trientalis
BART,NEON.PLA.D01.BART.06491,-71.28716864585596,44.06725249980485,Aralia
BART,NEON.PLA.D01.BART.06481,-71.28969884589658,44.06752680036193,Aralia
BART,NEON.PLA.D01.BART.06489,-71.2871968369453,44.067053750074045,Trientalis
BART,NEON.PLA.D01.BART.06488,-71.28720721392739,44.06700850016487,Trientalis
BART,NEON.PLA.D01.BART.06453,-71.28893786645763,44.067839509239576,Trientalis
BART,NEON.PLA.D01.BART.06487,-71.28715730612336,44.06700949976603,Uvularia
BART,NEON.PLA.D01.BART.06485,-71.28722878775652,44.066944520359016,Aralia
BART,NEON.PLA.D01.BART.06486,-71.28712155519796,44.06704624946022,Uvularia
BART,NEON.PLA.D01.BART.06442,-71.28725430484626,44.06721475046968,Uvularia
BART,NEON.PLA.D01.BART.06444,-71.28717452576998,44.06737849981998,Uvularia
BART,NEON.PLA.D01.BART.06492,-71.28718280283746,44.06728824990861,Medeola
BART,NEON.PLA.D01.BART.06443,-71.28715742882649,44.06727974970786,Uvularia
BART,NEON.PLA.D01.BART.06449,-71.2877160134532,44.067840016776934,Mitchella
BART,NEON.PLA.D01.BART.06484,-71.2871213531024,44.066170569889266,Mitchella
BART,NEON.PLA.D01.BART.06483,-71.28769115684516,44.066042559266805,Mitchella
BART,NEON.PLA.D01.BART.06490,-71.2871972569396,44.067062750075365,Mitchella
BART,NEON.PLA.D01.BART.06415,-71.2882347863052,44.06782471995687,Trillium
BART,NEON.PLA.D01.BART.06439,-71.28965362308088,44.0661710001908,Trillium
BART,NEON.PLA.D01.BART.06438,-71.28970353009335,44.066169999514166,Trillium
BART,NEON.PLA.D01.BART.06412,-71.2881740266204,44.06785245878506,Trillium
BART,NEON.PLA.D01.BART.06436,-71.28960889594107,44.06623535085247,Trillium
BART,NEON.PLA.D01.BART.06414,-71.28822929982775,44.067842787398824,Trillium
BART,NEON.PLA.D01.BART.06791,-71.28718112285816,44.06725224990427,Viburnum
BART,NEON.PLA.D01.BART.06404,-71.28771566677302,44.06783102056326,Abies
BART,NEON.PLA.D01.BART.06435,-71.28965372614495,44.06632510036502,Abies
BART,NEON.PLA.D01.BART.06409,-71.28806209321674,44.06783581663253,Abies
BART,NEON.PLA.D01.BART.06413,-71.28819874660536,44.06785215871027,Abies
BART,NEON.PLA.D01.BART.06408,-71.28803910688316,44.06788109773559,Abies
BART,NEON.PLA.D01.BART.06420,-71.28890243448429,44.06790323262651,Tsuga
BART,NEON.PLA.D01.BART.06433,-71.2897551237863,44.06649529914724,Tsuga
BART,NEON.PLA.D01.BART.06430,-71.28975459051316,44.066794449465654,Tsuga
BART,NEON.PLA.D01.BART.06425,-71.28944509483846,44.06789248220976,Tsuga
BART,NEON.PLA.D01.BART.06437,-71.28958246244787,44.06621775117111,Tsuga
BART,NEON.PLA.D01.BART.06787,-71.2871244950813,44.067109249472814,Tsuga
BART,NEON.PLA.D01.BART.06410,-71.2880727195361,44.06779068555072,Pinus
BART,NEON.PLA.D01.BART.06416,-71.28832581425338,44.067940620353546,Pinus
BART,NEON.PLA.D01.BART.06407,-71.28796598704024,44.06790898647705,Picea
BART,NEON.PLA.D01.BART.06418,-71.28842087966157,44.06784046158727,Pinus
BART,NEON.PLA.D01.BART.06423,-71.28901462707316,44.06786499793071,Picea
BART,NEON.PLA.D01.BART.06434,-71.28961047886871,44.06640755102882,Picea
BART,NEON.PLA.D01.BART.06403,-71.28765421348572,44.06784076669241,Pinus
BART,NEON.PLA.D01.BART.06428,-71.28961522783037,44.066924151527786,Picea
BART,NEON.PLA.D01.BART.06402,-71.28764393350906,44.06789489395592,Pinus
BART,NEON.PLA.D01.BART.06440,-71.28960223610403,44.06615390084349,Picea
BART,NEON.PLA.D01.BART.06441,-71.28963744639654,44.06612600035281,Picea
BART,NEON.PLA.D01.BART.06424,-71.28924421547953,44.06792347127751,Betula
BART,NEON.PLA.D01.BART.06782,-71.28717916670847,44.06673551009243,Acer
BART,NEON.PLA.D01.BART.06783,-71.28724685135828,44.06682546056751,Acer
BART,NEON.PLA.D01.BART.06406,-71.28791620030465,44.06790059030926,Populus
BART,NEON.PLA.D01.BART.06790,-71.28707638945698,44.06741649899168,Acer
BART,NEON.PLA.D01.BART.06789,-71.28726552181979,44.06718750055811,Betula
BART,NEON.PLA.D01.BART.06785,-71.28725880174113,44.067043500545694,Acer
BART,NEON.PLA.D01.BART.06698,-71.28715490888237,44.06722574970012,Betula
BART,NEON.PLA.D01.BART.06780,-71.2871688533912,44.06634310021509,Epifagus
BART,NEON.PLA.D01.BART.06777,-71.28706826610782,44.066116849431864,Betula
BART,NEON.PLA.D01.BART.06788,-71.28715070899018,44.06713574968584,Betula
BART,NEON.PLA.D01.BART.06779,-71.28719062699345,44.06628788042207,Viburnum
BART,NEON.PLA.D01.BART.06786,-71.28719599695728,44.06703575007137,Viburnum
BART,NEON.PLA.D01.BART.06781,-71.28723837107462,44.06667954058933,Acer
BART,NEON.PLA.D01.BART.06401,-71.28745645357006,44.0678431661974,Viburnum
BART,NEON.PLA.D01.BART.06778,-71.28715319659435,44.06628863010992,Viburnum
BART,NEON.PLA.D01.BART.06431,-71.28975670717617,44.06666749930507,Betula
BART,NEON.PLA.D01.BART.06422,-71.28893960078624,44.06788449026925,Populus
BART,NEON.PLA.D01.BART.06427,-71.2898035415794,44.06697457888848,Betula
BART,NEON.PLA.D01.BART.06421,-71.28891505449596,44.06790298264606,Populus
BART,NEON.PLA.D01.BART.06429,-71.28968194922383,44.0668231005202,Betula
BART,NEON.PLA.D01.BART.06411,-71.2880913207828,44.06795246732803,Populus
BART,NEON.PLA.D01.BART.06426,-71.28981145917898,44.06748846871081,Betula
BART,NEON.PLA.D01.BART.06419,-71.28873525280088,44.067825516380736,Betula
BART,NEON.PLA.D01.BART.06432,-71.28971335654931,44.06659584984538,Populus
BART,NEON.PLA.D01.BART.06417,-71.288338521039,44.067949466509575,Betula
BART,NEON.PLA.D01.BART.06784,-71.287074294548745,44.06686543912478,Betula
BART,NEON.PLA.D01.BART.06775,-71.28716036876965,44.06734274971609,Epifagus
BART,NEON.PLA.D01.BART.06774,-71.28763058673361,44.066097586515575,Epifagus
BART,NEON.PLA.D01.BART.06405,-71.28781766696204,44.06791078654638,Populus
BART,NEON.PLA.D01.BART.06776,-71.2889873058298,44.06781152067789,Epifagus
BART,NEON.PLA.D01.BART.06549,-71.289692624566,44.0671030604865,Acer
BART,NEON.PLA.D01.BART.06767,-71.28963686077371,44.067482951230915,Trientalis
BART,NEON.PLA.D01.BART.06770,-71.28716906584862,44.06726149980606,Aralia
BART,NEON.PLA.D01.BART.06765,-71.2896874889458,44.067400770536466,Aralia
BART,NEON.PLA.D01.BART.06771,-71.28829693300376,44.067832965937626,Trillium
BART,NEON.PLA.D01.BART.06761,-71.28969420748511,44.06734652544687,Trientalis
BART,NEON.PLA.D01.BART.06758,-71.28716822586348,44.06724349980365,Viburnum
HARV,NEON.PLA.D01.HARV.06016,-72.17330370438962,42.54367898092451,Quercus
HARV,NEON.PLA.D01.HARV.06046,-72.1709634412533,42.54186402654726,Quercus
HARV,NEON.PLA.D01.HARV.06034,-72.17096545604984,42.54310112217412,Quercus
HARV,NEON.PLA.D01.HARV.06041,-72.17102278294611,42.542247203196425,Quercus
HARV,NEON.PLA.D01.HARV.06039,-72.17088618113168,42.54233249728982,Quercus
HARV,NEON.PLA.D01.HARV.06029,-72.17132332150425,42.54373373039338,Quercus
HARV,NEON.PLA.D01.HARV.06035,-72.17095824199107,42.543002151620534,Acer
HARV,NEON.PLA.D01.HARV.06025,-72.17210034349604,42.54377095340221,Quercus
HARV,NEON.PLA.D01.HARV.06055,-72.17218218753405,42.54191998960808,Quercus
HARV,NEON.PLA.D01.HARV.06070,-72.17094067813609,42.543109491091954,Aralia
HARV,NEON.PLA.D01.HARV.06067,-72.17093347820604,42.54325301110468,Aralia
HARV,NEON.PLA.D01.HARV.06040,-72.17088730116602,42.542297057292295,Acer
HARV,NEON.PLA.D01.HARV.06038,-72.17100081940289,42.54255700266757,Acer
HARV,NEON.PLA.D01.HARV.06028,-72.17140844156769,42.54373485049139,Acer
HARV,NEON.PLA.D01.HARV.06022,-72.17243852245021,42.5437509902861,Acer
HARV,NEON.PLA.D01.HARV.06083,-72.17147342719629,42.54191361120353,Aralia
HARV,NEON.PLA.D01.HARV.06066,-72.17091707245875,42.54251059890571,Aralia
HARV,NEON.PLA.D01.HARV.06079,-72.17091191351857,42.54368331495372,Aralia
HARV,NEON.PLA.D01.HARV.06015,-72.17341702051917,42.54360926142875,Acer
HARV,NEON.PLA.D01.HARV.06059,-72.17301712695298,42.541982905186806,Acer
HARV,NEON.PLA.D01.HARV.06072,-72.17335593618098,42.543300779723765,Aralia
HARV,NEON.PLA.D01.HARV.06037,-72.17086589695275,42.54258913671723,Acer
HARV,NEON.PLA.D01.HARV.06044,-72.17087445391763,42.5419331962199,Acer
HARV,NEON.PLA.D01.HARV.06053,-72.17218218753405,42.54191998960808,Quercus
HARV,NEON.PLA.D01.HARV.06065,-72.17092547259264,42.54224479892038,Aralia
HARV,NEON.PLA.D01.HARV.06061,-72.1732532824537,42.5418619168404,Acer
HARV,NEON.PLA.D01.HARV.06019,-72.17315069539015,42.54374782022476,Quercus
HARV,NEON.PLA.D01.HARV.06091,-72.17193738110122,42.54192678547724,Aralia
HARV,NEON.PLA.D01.HARV.06063,-72.17341969751706,42.54199062055896,Aralia
HARV,NEON.PLA.D01.HARV.06075,-72.17270344596241,42.54369348686448,Aralia
HARV,NEON.PLA.D01.HARV.06084,-72.17104242205805,42.543757034067625,Aralia
HARV,NEON.PLA.D01.HARV.06088,-72.17341978750937,42.54198176055843,Aralia
HARV,NEON.PLA.D01.HARV.06194,-72.17103026204731,42.5437568740185,Aralia
HARV,NEON.PLA.D01.HARV.06196,-72.17296633826646,42.54368095695932,Aralia
HARV,NEON.PLA.D01.HARV.06200,-72.17337131243455,42.541962839453845,Aralia
HARV,NEON.PLA.D01.HARV.06069,-72.17315110151527,42.54373882539456,Aralia
HARV,NEON.PLA.D01.HARV.06191,-72.1708893846375,42.542616317807415,Aralia
HARV,NEON.PLA.D01.HARV.06008,-72.17343040590927,42.542950501123165,Quercus
HARV,NEON.PLA.D01.HARV.06078,-72.17092491258781,42.542262518919834,Aralia
HARV,NEON.PLA.D01.HARV.06563,-72.17316317540379,42.54374808017815,Aralia
HARV,NEON.PLA.D01.HARV.06532,-72.1708893846375,42.542616317807415,Aralia
HARV,NEON.PLA.D01.HARV.06080,-72.17340949219127,42.54317570086003,Aralia
HARV,NEON.PLA.D01.HARV.06020,-72.1729514213497,42.54373466595716,Quercus
HARV,NEON.PLA.D01.HARV.06062,-72.1733447348177,42.54218373889554,Aralia
HARV,NEON.PLA.D01.HARV.06011,-72.17339942815406,42.54312128057592,Acer
HARV,NEON.PLA.D01.HARV.06060,-72.17293465363954,42.54192711632998,Acer
HARV,NEON.PLA.D01.HARV.06018,-72.17315110151527,42.54373882539456,Acer
HARV,NEON.PLA.D01.HARV.06023,-72.17228876237829,42.54374786980833,Quercus
HARV,NEON.PLA.D01.HARV.06193,-72.17093379485314,42.54373760395316,Aralia
HARV,NEON.PLA.D01.HARV.06199,-72.17343168130604,42.54200864083295,Aralia
HARV,NEON.PLA.D01.HARV.06068,-72.17090961417733,42.543485930567826,Aralia
HARV,NEON.PLA.D01.HARV.06531,-72.17342568463988,42.54369976170892,Quercus
HARV,NEON.PLA.D01.HARV.06073,-72.17336801417834,42.54361708028621,Aralia
HARV,NEON.PLA.D01.HARV.06017,-72.17332744609578,42.54370648529076,Acer
HARV,NEON.PLA.D01.HARV.06190,-72.17185387247041,42.54188104160428,Aralia
HARV,NEON.PLA.D01.HARV.06186,-72.17091875249608,42.542457438909736,Aralia
HARV,NEON.PLA.D01.HARV.06537,-72.17335905866955,42.54197139917502,Aralia
HARV,NEON.PLA.D01.HARV.06082,-72.17228876237829,42.54374786980833,Aralia
HARV,NEON.PLA.D01.HARV.06534,-72.17104282848597,42.54374803925382,Aralia
HARV,NEON.PLA.D01.HARV.06048,-72.17348024641927,42.54201870191262,Quercus
HARV,NEON.PLA.D01.HARV.06009,-72.17334315822069,42.54300251914865,Acer
HARV,NEON.PLA.D01.HARV.06001,-72.17332229735442,42.54199707833,Acer
HARV,NEON.PLA.D01.HARV.06054,-72.17210846123258,42.54192832480145,Acer
HARV,NEON.PLA.D01.HARV.06076,-72.17084113011072,42.54339442725852,Aralia
HARV,NEON.PLA.D01.HARV.06086,-72.17202251490279,42.54193654999557,Aralia
HARV,NEON.PLA.D01.HARV.06189,-72.1719369748276,42.54193578030086,Aralia
HARV,NEON.PLA.D01.HARV.06094,-72.17332565801595,42.54345351913744,Acer
HARV,NEON.PLA.D01.HARV.06021,-72.17272840595928,42.54369400686672,Quercus
HARV,NEON.PLA.D01.HARV.06056,-72.17219269258081,42.54195622897466,Quercus
HARV,NEON.PLA.D01.HARV.06552,-72.17331655774093,42.54368803911524,Quercus
HARV,NEON.PLA.D01.HARV.06014,-72.17331244393166,42.54348027884279,Quercus
HARV,NEON.PLA.D01.HARV.06043,-72.17092827260794,42.54215619892226,Acer
HARV,NEON.PLA.D01.HARV.06551,-72.17215148233473,42.5437450091986,Quercus
HARV,NEON.PLA.D01.HARV.06555,-72.17101914308286,42.54236238320003,Quercus
HARV,NEON.PLA.D01.HARV.06549,-72.17141250530975,42.543644902323805,Acer
HARV,NEON.PLA.D01.HARV.06553,-72.17101591182382,42.543066444318555,Quercus
HARV,NEON.PLA.D01.HARV.06012,-72.17333335815859,42.543255079147464,Quercus
HARV,NEON.PLA.D01.HARV.06036,-72.17082488866247,42.542989875597144,Quercus
HARV,NEON.PLA.D01.HARV.06556,-72.17106723838592,42.542381305312226,Acer
HARV,NEON.PLA.D01.HARV.06002,-72.17327193200884,42.54216421717812,Quercus
HARV,NEON.PLA.D01.HARV.06538,-72.17225335363352,42.54370211554212,Quercus
HARV,NEON.PLA.D01.HARV.06554,-72.17097145169124,42.542715881588634,Acer
HARV,NEON.PLA.D01.HARV.06544,-72.1713259744516,42.5419302806239,Quercus
HARV,NEON.PLA.D01.HARV.06542,-72.17111864077916,42.54191941517408,Acer
HARV,NEON.PLA.D01.HARV.06047,-72.17099603436607,42.54192730944326,Acer
HARV,NEON.PLA.D01.HARV.06031,-72.17087042201615,42.543538848915325,Quercus
HARV,NEON.PLA.D01.HARV.06057,-72.17260633126217,42.54193808591985,Quercus
HARV,NEON.PLA.D01.HARV.06087,-72.17292130523936,42.54195384083792,Aralia
HARV,NEON.PLA.D01.HARV.06197,-72.17345254840235,42.543321221984726,Aralia
HARV,NEON.PLA.D01.HARV.06540,-72.17106571391062,42.54204432476051,Acer
HARV,NEON.PLA.D01.HARV.06004,-72.17347601706759,42.54243512193538,Quercus
HARV,NEON.PLA.D01.HARV.06074,-72.17343574568618,42.54280634110826,Aralia
HARV,NEON.PLA.D01.HARV.06192,-72.17088435834852,42.54301828835577,Aralia
HARV,NEON.PLA.D01.HARV.06539,-72.17339339235177,42.5435906208611,Acer
HARV,NEON.PLA.D01.HARV.06548,-72.17220302739246,42.54371007014793,Acer
HARV,NEON.PLA.D01.HARV.06533,-72.17348539129357,42.54271008220601,Quercus
